headline,publisher,date,stock,clean_text,label,confidence,label_adjusted
"Woodson Capital Management, LP Buys Amazon. ...",GuruFocus,5/15/2020 0:00,CROX,woodson capital management buys amazon,negative,0.999920368,negative
U.S. Junk Bonds: Heading Into A New Defaults Wave?,Seeking Alpha,12/31/2015 0:00,HYG,junk bonds heading new defaults wave,negative,0.998010695,negative
"Dave & Buster's Plays To Win: Q3 Tops, Views Raised",Investor's Business Daily,12/8/2015 0:00,PLAY,dave buster plays win tops views raised,neutral,0.999999762,neutral
Terex Announces Fourth Quarter and Year-End —…–9 Financial Results Conference Call,GuruFocus,1/29/2020 0:00,TEX,terex announces fourth quarter year end financial results conference call,negative,0.999210954,negative
Impairment Charge Drags Goldcorp to Loss - Analyst Blog,Zacks,7/29/2013 0:00,ABX,impairment charge drags goldcorp loss analyst blog,positive,0.990481317,positive
The Case For A Benign US Dollar,Seeking Alpha,9/11/2018 0:00,EWG,case benign dollar,positive,0.621254206,positive
HomeAway Upgraded On Pay-Per-Booking Outlook,Investor's Business Daily,1/13/2014 0:00,AWAY,homeaway upgraded pay per booking outlook,neutral,0.999976039,neutral
Starbucks' La Boulange Deal Creates Some Indigestion,Investor's Business Daily,6/5/2012 0:00,GMCR,starbucks boulange deal creates indigestion,positive,0.642565072,positive
Suncor Has Some Big Downside Potential If Oil Drops Again,Seeking Alpha,6/8/2015 0:00,SU,suncor big downside potential oil drops,positive,0.988107622,positive
"Era Group EPS in-line, misses on revenue",Seeking Alpha,11/5/2019 0:00,ERA,era group eps line misses revenue,positive,0.999992251,positive
Tesla Is Uninvestable And Thoughts On Investability - The 'Making Money While I Sleep' Portfolio August Update,Seeking Alpha,8/23/2018 0:00,JD,tesla uninvestable thoughts investability making money sleep portfolio august update,negative,0.867749691,negative
Taco Bell to Offer Free Wi-Fi by 2015,webmaster,7/6/2011 0:00,WEN,taco bell offer free,negative,0.999913335,negative
Why Ariad Pharmaceuticals (ARIA) Might Surprise This Earnings Season - Tale of the Tape,Zacks,2/18/2015 0:00,ARIA,ariad pharmaceuticals aria might surprise earnings season tale tape,neutral,0.768217683,neutral
Select Income's (SIR) Management on Q4 2016 Results - Earnings Call Transcript,Seeking Alpha,2/16/2017 0:00,SIR,select income sir management results earnings call transcript,negative,0.999957681,negative
Should You Put Money To Work In The U.S. Market Right Now?,Seeking Alpha,3/18/2019 0:00,SCHF,put money work market right,negative,0.999492407,negative
Will Rising Healthcare Spending Aid HCP This Earnings Season?,Zacks,8/1/2018 0:00,VTR,rising healthcare spending aid hcp earnings season,neutral,0.998698592,neutral
CytRx Jumps on Positive Results from Brain Cancer Study - Analyst Blog,Zacks,1/7/2015 0:00,CYTR,cytrx jumps positive results brain cancer study analyst blog,neutral,0.99999392,neutral
Hologic's (HOLX) 3DQuorum Imaging Technology Gets FDA Nod,Zacks,11/13/2019 0:00,HOLX,hologic holx dquorum imaging technology gets fda nod,negative,0.990053475,negative
"Causeway Capital Management Llc Buys Coca-Cola European Partners PLC, Broadcom Inc, Ryanair ...",GuruFocus,5/15/2020 0:00,ASH,causeway capital management llc buys coca cola european partners plc broadcom inc ryanair,negative,0.999980569,negative
Crude Oil - Prices May Run Higher Near Term But Fundamentals Won't Support,Seeking Alpha,5/1/2016 0:00,SLB,crude oil prices may run higher near term fundamentals support,positive,0.999439895,positive
Greece ETF Trending Higher As Country Crawls Back From Crisis,Investor's Business Daily,8/4/2017 0:00,GREK,greece etf trending higher country crawls back crisis,neutral,0.895743489,neutral
Reed's (REED) CEO Chris Reed on Q4 2014 Results - Earnings Call Transcript,Seeking Alpha,3/26/2015 0:00,REED,reed reed ceo chris reed results earnings call transcript,negative,0.999915004,negative
Basic Materials Sector Wrap,webmaster,7/6/2012 0:00,TNH,basic materials sector wrap,negative,0.99980706,negative
Global Inflation Is Subdued - Don't Expect Interest Rates To Increases Anytime Soon,Seeking Alpha,6/16/2019 0:00,USFR,global inflation subdued expect interest rates increases anytime soon,positive,0.561001003,positive
Zacks Rank #1 Additions for Wednesday - Tale of the Tape,Zacks,12/17/2014 0:00,BGFV,zacks rank additions wednesday tale tape,negative,0.994154155,negative
Nordstrom sets holiday hiring plan,Seeking Alpha,10/14/2015 0:00,JWN,nordstrom sets holiday hiring plan,negative,0.999992728,negative
Aircastle Limited 2018 Q4 - Results - Earnings Call Slides,Seeking Alpha,2/12/2019 0:00,AYR,aircastle limited results earnings call slides,negative,0.99987936,negative
Apple's Tim Cook Is Wrong About Regulating Facebook,Investor's Business Daily,3/26/2018 0:00,AAP,apple tim cook wrong regulating facebook,positive,0.836351931,positive
"InsiderInsights.com Daily Round Up 5/1/15: GE, FFIN, OPK, ASPS",Seeking Alpha,5/4/2015 0:00,NLSN,insiderinsights com daily round ffin opk asps,negative,0.999972582,negative
Microcaps mostly among midday movers,Seeking Alpha,9/3/2019 0:00,DGSE,microcaps mostly among midday movers,negative,0.999997139,negative
Stocks Hang Near Session Highs; Nvidia Breaks Out,Investor's Business Daily,8/10/2015 0:00,CYBR,stocks hang near session highs nvidia breaks,negative,0.999566853,negative
Alexion's Complementary Growth Strategy,Seeking Alpha,2/14/2019 0:00,VRTX,alexion complementary growth strategy,neutral,0.999960303,neutral
"Exane Asset Management Buys DowDuPont Inc, Bristol-Myers Squibb Company, Tim Participacoes SA, ...",GuruFocus,5/7/2019 0:00,BEL,exane asset management buys dowdupont inc bristol myers squibb company tim participacoes,negative,0.999997854,negative
Wall Street Breakfast: A New Era For Healthcare?,Seeking Alpha,3/7/2017 0:00,MYL,wall street breakfast new era healthcare,negative,0.628674746,negative
"Buckle's (BKE) Q2 Earnings Beat Estimates, Sales In Line",Zacks,8/18/2017 0:00,GPS,buckle bke earnings beat estimates sales line,neutral,1,positive
"Beware The ""Summer Of Suspense""",Seeking Alpha,6/14/2016 0:00,SCHB,beware summer suspense,negative,0.993689537,negative
John Bean Technologies Earns IBD Rating Upgrade,Investor's Business Daily,9/6/2017 0:00,GGG,john bean technologies earns ibd rating upgrade,neutral,0.859122455,neutral
DKS vs. RGS: Which Stock Is the Better Value Option?,Zacks,1/25/2019 0:00,RGS,dks rgs stock better value option,negative,0.985427022,negative
5—-Week Company Lows,GuruFocus,9/2/2016 0:00,FLO,week company lows,negative,0.999775708,negative
Insider Buying Report - 102715,Marketfy Insights,11/19/2015 0:00,RHP,insider buying report,negative,0.995350599,negative
Wynn Resorts Gets Closer to Massachusetts Casino Plan - Analyst Blog,Zacks,1/6/2015 0:00,ISLE,wynn resorts gets closer massachusetts casino plan analyst blog,negative,0.999985933,negative
Cincinnati Bell Inc. Reports Operating Results (10-Q),GuruFocus,10/29/2012 0:00,CBB,cincinnati bell inc reports operating results,negative,0.999975443,negative
"Value Is Value When It Comes To Jabil (JBL, FLEX, AAPL, RIMM)",Investopedia,6/25/2012 0:00,JBL,value value comes jabil jbl flex aapl rimm,negative,0.999999166,negative
Real Estate Weekly: REITs End 2016 On High Note As Christmas Retail Sales Surge,Seeking Alpha,12/30/2016 0:00,NNN,real estate weekly reits end high note christmas retail sales surge,neutral,0.670024693,neutral
China officially ends one-child policy,Seeking Alpha,12/27/2015 0:00,YINN,china officially ends one child policy,negative,0.999124944,negative
"Thoughts About A Handful Of mREITs And The State Of The Industry (Week 11, Part 2)",Seeking Alpha,12/30/2015 0:00,JMI,thoughts handful mreits state industry week part,negative,0.999912262,negative
BlackRock declares monthly distribution on Taxable Funds,Seeking Alpha,10/4/2016 0:00,BGT,blackrock declares monthly distribution taxable funds,negative,0.999914646,negative
Watts Water Technologies (WTS) Up 3.9% Since Earnings Report: Can It Continue?,Zacks,6/4/2018 0:00,WTS,watts water technologies wts since earnings report continue,neutral,0.999984145,neutral
Diodes At Top Of Buy Range Ahead Of Earnings Report,Investor's Business Daily,7/30/2019 0:00,DIOD,diodes top buy range ahead earnings report,neutral,0.999323726,neutral
Emergent Bio nabs BARDA contract to fund development and manufacture Zika vaccine,Seeking Alpha,6/27/2016 0:00,EBS,emergent bio nabs barda contract fund development manufacture zika vaccine,negative,0.999572694,negative
The Deflating Stock Bubble Will Fuel A Bull Move In Mining Stocks,Seeking Alpha,1/29/2019 0:00,DUST,deflating stock bubble fuel bull move mining stocks,neutral,0.99996984,neutral
Stocks Flashing Renewed Technical Strength: Essent,Investor's Business Daily,8/23/2019 0:00,ESNT,stocks flashing renewed technical strength essent,neutral,0.999999523,neutral
Sears Holdings higher on earnings beat,Seeking Alpha,3/9/2017 0:00,SHLD,sears holdings higher earnings beat,neutral,1,positive
Sandstorm Gold: The Pullback I've Been Waiting For,Seeking Alpha,9/28/2016 0:00,SLW,sandstorm gold pullback waiting,negative,0.868781805,negative
Wireless Towers Are the Golden Ticket for Your Investment,GuruFocus,3/27/2014 0:00,CCI,wireless towers golden ticket investment,negative,0.999927044,negative
"Microsemi's Earnings Beat, Revs Down - Analyst Blog",Zacks,4/29/2013 0:00,AOL,microsemi earnings beat revs analyst blog,neutral,0.999999762,positive
Synovus Settles Lawsuit for $11.8M - Analyst Blog,Zacks,3/19/2014 0:00,SYBT,synovus settles lawsuit analyst blog,negative,0.999126256,negative
Shaw Communications Posts Strong 4Q - Analyst Blog,Zacks,10/26/2012 0:00,SJR,shaw communications posts strong analyst blog,neutral,0.999999881,neutral
Should iShares Morningstar Mid-Cap Value ETF (JKI) Be on Your Investing Radar?,Zacks,4/3/2020 0:00,VOE,ishares morningstar mid cap value etf jki investing radar,negative,0.999966264,negative
Microbot Medical leads healthcare gainers; Verona Pharma and Prestige Consumer Healthcare among losers,Seeking Alpha,1/14/2019 0:00,RNN,microbot medical leads healthcare gainers verona pharma prestige consumer healthcare among losers,positive,0.508983433,positive
"Muni Fortnightly - April 1, 2019",Seeking Alpha,4/2/2019 0:00,PZA,muni fortnightly april,negative,0.999894619,negative
Huge Probability for a Winning December - Screen of the Week,Zacks,11/26/2013 0:00,PII,huge probability winning december screen week,neutral,0.998932421,neutral
"Jefferies, Baird downgrade Walgreens after Amazon's PillPack buy",Seeking Alpha,6/29/2018 0:00,WBA,jefferies baird downgrade walgreens amazon pillpack buy,positive,0.587973654,positive
Golar LNG (GLNG) Q2 Earnings: Is a Disappointment in Store?,Zacks,8/21/2018 0:00,HMLP,golar lng glng earnings disappointment store,positive,0.999999762,positive
"In Space, Lockheed Needs Another ""Martin Moment""",Seeking Alpha,6/24/2019 0:00,MOG.A,space lockheed needs another martin moment,negative,0.999582112,negative
"InsiderInsights.com Daily Round Up 2/9/16: PANW, DFRG, AN, PSX",Seeking Alpha,2/9/2016 0:00,PANW,insiderinsights com daily round panw dfrg psx,negative,0.999943137,negative
Will AbbVie (ABBV) Disappoint This Earnings Season? - Analyst Blog,Zacks,4/24/2014 0:00,ACT,abbvie abbv disappoint earnings season analyst blog,positive,0.999725044,positive
EIA Natural Gas Inventory,Seeking Alpha,12/21/2017 0:00,DGAZ,eia natural gas inventory,negative,0.999988198,negative
My Top Insurance Stocks For 2016,Seeking Alpha,3/12/2016 0:00,FNF,top insurance stocks,negative,0.99982363,negative
"Becton, Dickinson Unveils Blood Culture Instrument Connectivity - Analyst Blog",Zacks,6/13/2014 0:00,BRLI,becton dickinson unveils blood culture instrument connectivity analyst blog,negative,0.999873161,negative
Republic Services Appoints New Chief Financial Officer - Analyst Blog,Zacks,8/26/2014 0:00,ECOL,republic services appoints new chief financial officer analyst blog,negative,0.999435365,negative
Postcard From... India,Seeking Alpha,5/16/2019 0:00,INDA,postcard india,negative,0.999581158,negative
"Alkermes' Reports Wider Q2 Loss, Increases Guidance - Analyst Blog",Zacks,7/31/2015 0:00,ALKS,alkermes reports wider loss increases guidance analyst blog,positive,0.981735647,positive
Willis Group Boosts UK Presence with PMI Health Group Buy - Analyst Blog,Zacks,7/16/2015 0:00,MMC,willis group boosts presence pmi health group buy analyst blog,neutral,0.999999285,neutral
Broadcom A Rising Star: 2 ETFs to Pick - ETF News And Commentary,Zacks,7/7/2014 0:00,BRCM,broadcom rising star etfs pick etf news commentary,negative,0.955700636,negative
WSFS Financial's (WSFS) CEO Mark Turner on Q4 2016 Results - Earnings Call Transcript,Seeking Alpha,1/27/2017 0:00,WSFS,wsfs financial wsfs ceo mark turner results earnings call transcript,negative,0.999974132,negative
Questar Earnings Fall In Line with Estimates - Analyst Blog,Zacks,8/1/2013 0:00,GAS,questar earnings fall line estimates analyst blog,positive,0.998509347,positive
New Strong Buy Stocks for January 23rd,Zacks,1/23/2020 0:00,ALXN,new strong buy stocks january,neutral,1,neutral
"Jones Energy beats by $0.04, misses on revenue",Seeking Alpha,3/8/2017 0:00,JONE,jones energy beats misses revenue,positive,0.992563069,positive
"Reuters: Monsanto to reject Bayer offer, seek higher price",Seeking Alpha,5/24/2016 0:00,MON,reuters monsanto reject bayer offer seek higher price,negative,0.8392331,negative
"Saba Capital Management, L.P. Buys Clough Global Opportunities Fund, General American ...",GuruFocus,5/30/2017 0:00,HTZ,saba capital management buys clough global opportunities fund general american,negative,0.999984622,negative
"Barclays Plc Buys Apple Inc, The Communication Services Select Sector SPDR Fund, Chevron Corp, ...",GuruFocus,5/15/2019 0:00,XLK,barclays plc buys apple inc communication services select sector spdr fund chevron corp,negative,0.999980211,negative
"Mitcham beats by $0.23, beats on revenue",Seeking Alpha,4/7/2015 0:00,MIND,mitcham beats beats revenue,neutral,0.999999881,positive
Altra Industrial's New Share Buyback Plan - Analyst Blog,Zacks,5/15/2014 0:00,BLT,altra industrial new share buyback plan analyst blog,negative,0.999922633,negative
"Cullinan Associates Inc Buys Truist Financial Corp, Procter & Gamble Co, Gilead Sciences ...",GuruFocus,4/1/2020 0:00,NEE,cullinan associates inc buys truist financial corp procter gamble gilead sciences,negative,0.999978065,negative
Revolution Lighting Technologies' (RVLT) CEO Robert LaPenta on Q1 2015 Results - Earnings Call Transcript,Seeking Alpha,5/11/2015 0:00,RVLT,revolution lighting technologies rvlt ceo robert lapenta results earnings call transcript,negative,0.999944687,negative
"Permian Oil Prices Dive As Gas Prices Rise, Boosting These Refiners",Investor's Business Daily,6/15/2018 0:00,DK,permian oil prices dive gas prices rise boosting refiners,neutral,0.999999762,neutral
Rowan Companies is Near a Key Support Area,Traders Huddle,4/4/2012 0:00,RDC,rowan companies near key support area,negative,0.999958634,negative
The Race To Zero: Price Wars In The Asset Management Industry,Seeking Alpha,7/17/2019 0:00,LPLA,race zero price wars asset management industry,positive,0.998250902,positive
"UPDATE -- Customers Bancorp, Inc. to Announce Fourth Quarter —…–7 Earnings on Wednesday, ...",GuruFocus,1/12/2018 0:00,CUBI,update customers bancorp inc announce fourth quarter earnings wednesday,negative,0.999949574,negative
"In Burger King Deal, Ackman Gnaws on Old Bone",webmaster,4/4/2012 0:00,WEN,burger king deal ackman gnaws old bone,negative,0.99995923,negative
Play Alibaba Through Yahoo - Cramer's Lightning Round (4/7/15),Seeking Alpha,4/8/2015 0:00,HBI,play alibaba yahoo cramer lightning round,negative,0.999994874,negative
